Adaptive MI,Universal MI,EMI,ATT,mi
1.0,0.8999999701267503,1.0,1.0,0.8509999746450794
1.0,0.8999999798037586,1.0,1.0,0.85099998285844
1.0,0.8999999723214426,0.0,1.0,0.8509999765078244
1.0,0.8999999773608012,1.0,1.0,0.85099998078498
1.0,0.8999999787383616,1.0,1.0,0.8509999819541845
1.0,0.8999999761109668,1.0,1.0,0.8509999797241832
1.0,0.8999999541579223,1.0,1.0,0.8509999610915366
1.0,0.8999999639239497,1.0,1.0,0.8509999693804524
1.0,0.8999999727282978,1.0,1.0,0.8509999768531427
1.0,0.8999999646610519,1.0,1.0,0.8509999700060678
1.0,0.8999999780379866,1.0,1.0,0.8509999813597411
1.0,0.8999999815810719,1.0,1.0,0.8509999843669347
1.0,0.8999999585577314,1.0,1.0,0.8509999648258746
1.0,0.8999999725597155,1.0,1.0,0.8509999767100587
1.0,0.8999999638597729,1.0,1.0,0.8509999693259822
1.0,0.8999999717321718,1.0,1.0,0.850999976007681
1.0,0.8999999710828723,1.0,1.0,0.8509999754565878
